"fips","county_name","state_postal","region","election_date","racetype","tvotes","clinton","obama","edwards","margin","winner","POP05_SQMI","popUnder30_00","pop65up_00","presVote04","kerry04","Bush04","pres04margin","pres04winner","pop06","pop00","hisp06","white06","black06","indian06","asian06","hawaii06","mixed06","pct_less_30k","pct_more_100k","pct_hs_grad","pct_labor_force","pct_homeowner","unempFeb07","unempFeb08","unempChg","pctUnins00","subForPctHomes","poverty05","median_hhi05","Catholic","So.Bapt.Conv","Un.Methodist","E.L.C.A.","Construction","Manufacturing","FinancialActivities","GoodsProducing","ServiceProviding","black06pct","hisp06pct","white06pct","growth"
1001,"Autauga","AL","S","2/5/08","Primary",4118,1760,2268,57,0.123360855,"obama",78.9,30.3,10.2,20081,0.236940391,0.756735222,0.519794831,"bush",49730,43911,827,39368,8559,203,271,12,490,0.3418,0.075945404,0.7872,0.6515,0.8083,3,3.6,0.6,12.8,0.07,10.4,45019,0.0341187515742713,0.337226076801539,0.0756795127201117,0,6.797466964,17.57751016,5.366228632,26.77623632,73.22376368,0.172109390709833,0.016629800924995,0.791634828071587,13.2518047869554
1003,"Baldwin","AL","S","2/5/08","Primary",12085,6259,5450,227,-0.066942491,"clinton",97,27.2,15.5,69320,0.225028852,0.76415176,0.539122908,"bush",169162,141423,4176,145687,16301,770,679,42,1507,0.3582,0.094930992,0.8202,0.5982,0.7958,3.1,3.4,0.3,13.8,0,11.4,42804,0.0746501442153616,0.197906206601859,0.070455435672827,0.00106826193782716,10.55814289,9.230176781,7.923872101,21.28235676,78.71764324,0.0963632494295409,0.0246863952897223,0.861227698892186,19.6142070243171
1005,"Barbour","AL","S","2/5/08","Primary",3823,1322,2393,60,0.280146482,"obama",32.3,31.4,13.3,10777,0.448362253,0.547369398,0.099007145,"bush",28171,29044,953,13793,13035,115,84,6,185,0.5682,0.05032592,0.6465,0.4802,0.7316,5,7.1,2.1,19.4,6.4,22.4,29534,0.00912597286314485,0.260899510985605,0.0623665541703974,0,2.501615785,45.06710261,3.379842604,51.2755199,48.7244801,0.462709878953534,0.0338291150473892,0.489616982002769,-3.00578432722766
1007,"Bibb","AL","S","2/5/08","Primary",1751,922,755,44,-0.095374072,"clinton",33.4,32.8,11.6,7600,0.274868421,0.72,0.445131579,"bush",21482,19939,304,16266,4705,63,25,2,117,0.4746,0.035216037,0.6319,0.5289,0.8019,3.7,4.2,0.5,16.5,0.1,16.6,34212,0,0.386247959281667,0.0236723326610967,0,20.75060255,15.72363136,3.477562263,42.55709859,57.44290141,0.219020575365422,0.0141513825528349,0.757192067777674,7.73860273835196
1009,"Blount","AL","S","2/5/08","Primary",3471,2735,617,75,-0.61019879,"clinton",80.7,30.2,12.9,21504,0.18312872,0.808500744,0.625372024,"bush",56436,51229,3752,51031,872,238,125,7,411,0.4149,0.050122696,0.7045,0.6057,0.8349,3.1,3.3,0.2,15.7,0.04,11.4,40588,0.00736908121668235,0.355871746629037,0.0711821887739103,0,9.754604117,22.763883,4.300315576,34.12933917,65.87066083,0.0154511304840882,0.066482387128783,0.904227797859522,10.1641648285151
1011,"Bullock","AL","S","2/5/08","Primary",2540,471,2032,6,0.614566929,"obama",18.5,31.6,13.2,4717,0.680517278,0.316726733,-0.363790545,"kerry",10906,11613,752,2413,7615,38,22,1,65,0.6361,0.025795141,0.6048,0.416,0.7444,7.6,7.3,-0.3,22.9,0,38.2,21728,0.00298787775311593,0.146491377838484,0.0358545330373912,0,0,0,3.523766682,56.86009897,43.13990103,0.698239501192004,0.0689528699798276,0.221254355400697,-6.08800482218204
1013,"Butler","AL","S","2/5/08","Primary",2775,1143,1557,40,0.149189189,"obama",27,26.4,16.4,8416,0.405537072,0.591611217,0.186074144,"bush",20520,21330,171,11635,8511,46,82,0,75,0.57,0.047817792,0.6776,0.5453,0.7618,5.4,6.4,1,19.3,0,23.1,28058,0.0070564045048834,0.321930931351932,0.0606570400486004,0,5.03713085,22.57785965,3.390708652,32.04190893,67.95809107,0.414766081871345,0.00833333333333333,0.567007797270955,-3.79746835443038
1015,"Calhoun","AL","S","2/5/08","Primary",11699,5942,5471,154,-0.040259851,"clinton",184.1,30.5,14.1,45249,0.333333333,0.658887489,0.325554156,"bush",112903,111392,2399,85993,22178,449,801,67,1016,0.4723,0.059277215,0.739,0.5783,0.7249,3.7,3.9,0.2,15,0.09,16.9,35937,0.00726955251271726,0.452556370212652,0.0635105880675997,0.00286862243761637,4.152047308,19.75879181,3.544540062,24.31285277,75.68714723,0.196434107153929,0.0212483282109421,0.761653809021904,1.35647084171215
1017,"Chambers","AL","S","2/5/08","Primary",3958,1448,2409,54,0.242799394,"obama",58.5,28.5,16.2,13032,0.410297729,0.584868017,0.174570289,"bush",35176,36574,432,21080,13311,55,82,0,216,0.5047,0.033207288,0.6417,0.5855,0.7569,5.4,8.5,3.1,15.3,0,16.2,31538,0.0075444878768827,0.333242216329989,0.107016920427521,0,4.607415485,36.30627824,2.344601963,42.75588098,57.24411902,0.378411416875142,0.0122811007505117,0.599272231066636,-3.82238748837972
1019,"Cherokee","AL","S","2/5/08","Primary",2689,2040,485,105,-0.578281889,"clinton",41,27.8,15.9,9049,0.335948724,0.654547464,0.31859874,"bush",24863,24059,273,22890,1358,103,59,0,180,0.4853,0.036427248,0.6352,0.5496,0.8172,3.7,4.3,0.6,15,0,16.2,33858,0,0.416166416541604,0.0847507086876772,0,4.429688157,28.8644196,4.160712785,37.98436581,62.01563419,0.0546193138398423,0.0109801713389374,0.920645135341672,3.34178477908476
1021,"Chilton","AL","S","2/5/08","Primary",3120,1911,1131,55,-0.25,"clinton",58.4,30.5,12.9,16693,0.226322411,0.768525729,0.542203319,"bush",41953,39805,1608,35504,4362,122,111,2,244,0.4532,0.03962017,0.6619,0.5972,0.8223,3.2,3.6,0.4,15.4,0.08,16.1,36098,0.008107493748895,0.500138913444296,0.0390473063420302,0,11.14638128,22.9639035,4.557409759,37.30273898,62.69726102,0.103973494148213,0.0383286058207995,0.846280361356756,5.39630699660847
1023,"Choctaw","AL","S","2/5/08","Primary",2469,672,1720,27,0.424463345,"obama",16.4,26.8,14.6,7227,0.457036115,0.539227895,0.082191781,"bush",14656,15871,122,8001,6429,26,12,0,66,0.5712,0.049495586,0.6495,0.4866,0.8634,5,6.3,1.3,17.1,0,24.4,27512,0.00659464891345308,0.338211279989951,0.0702801155633714,0,5.620874587,40.25371287,3.238448845,53.77475248,46.22524752,0.438659934497817,0.00832423580786026,0.545919759825327,-7.65547224497511
1025,"Clarke","AL","S","2/5/08","Primary",3759,1273,2390,57,0.297153498,"obama",21.6,28.5,13.5,11394,0.406090925,0.590661752,0.184570827,"bush",27248,27842,195,15042,11763,69,55,1,123,0.5279,0.049727392,0.7082,0.5425,0.8115,5.9,6,0.1,16.7,0,20.9,29531,0.00821760505257114,0.425162378440449,0.0713029748447985,0,4.787955511,29.62293155,5.809747717,39.62383579,60.37616421,0.431701409277745,0.00715648854961832,0.552040516735173,-2.13346742331729
1027,"Clay","AL","S","2/5/08","Primary",1663,1047,555,38,-0.295850872,"clinton",22.9,28.1,16.5,6576,0.287864964,0.703163017,0.415298054,"bush",13829,14263,296,11282,2047,58,12,1,133,0.5371,0.020450607,0.6599,0.5589,0.7721,5.1,6,0.9,16.5,0,15.8,33512,0.00491090220289042,0.563631261400309,0.117721341377859,0,2.368911365,65.14062639,3.238399432,69.96717239,30.03282761,0.148022272037024,0.021404295321426,0.815821823703811,-3.04283811259903
1029,"Cleburne","AL","S","2/5/08","Primary",1210,888,237,52,-0.538016529,"clinton",25.5,29.6,13.7,5798,0.239910314,0.753708175,0.513797861,"bush",14700,14174,298,13587,637,52,24,1,101,0.485,0.03525641,0.6291,0.5873,0.8043,3,3.7,0.7,14.8,0,15.5,34287,0,0.582383346314522,0.0679034199532677,0,19.5750541,28.60515444,3.757623451,55.43970096,44.56029904,0.0433333333333333,0.0202721088435374,0.924285714285714,3.71102017779033
1031,"Coffee","AL","S","2/5/08","Primary",3434,1718,1591,64,-0.03698311,"clinton",65.1,29.3,14.1,17616,0.25431426,0.739044051,0.484729791,"bush",46027,43556,1568,34296,8504,394,525,46,694,0.4393,0.06586792,0.7315,0.5959,0.7139,3.9,3.5,-0.4,15.8,0,15.1,37025,0.0284764415911957,0.486644503037946,0.0820130688983148,0,4.6532752,23.63490086,5.997612374,30.39811066,69.60188934,0.184761118473939,0.0340669606969822,0.745127859734504,5.6731563963633
1033,"Colbert","AL","S","2/5/08","Primary",8192,4729,3150,220,-0.192749023,"clinton",87.3,28.2,15.4,23935,0.442782536,0.550992271,0.108209735,"bush",54766,55032,783,44057,9032,200,183,13,498,0.468,0.057942014,0.7333,0.562,0.7571,4.3,4.8,0.5,14.9,0,15.7,35590,0.0197330132402153,0.408045977011494,0.0634366361123236,0,9.123295524,23.66815446,5.241390606,33.76192621,66.23807379,0.164919840777124,0.0142971916882737,0.80445897089435,-0.483355138828323
1035,"Conecuh","AL","S","2/5/08","Primary",2392,796,1527,32,0.305602007,"obama",15.8,26.9,15.8,6021,0.451586115,0.543265238,0.091679123,"bush",13403,14054,129,7305,5842,28,17,6,76,0.5964,0.035844156,0.6767,0.4957,0.8106,5.5,7,1.5,19.1,0,27.7,24587,0,0.230463482149194,0.0881538789126269,0,2.521793275,16.91573267,2.459526775,26.96139477,73.03860523,0.435872565843468,0.00962471088562262,0.545027232709095,-4.63213320051231
1037,"Coosa","AL","S","2/5/08","Primary",1853,691,1116,24,0.229357798,"obama",16.9,29.9,14.4,5001,0.410917816,0.580883823,0.169966007,"bush",11044,11880,163,7318,3453,40,7,0,63,0.5019,0.034938219,0.6571,0.5432,0.8481,6.1,6.1,0,17.2,0,18.7,31142,0,0.162596295689231,0.0850680216357974,0,2.47133758,60.91719745,0,67.05732484,32.94267516,0.312658457080768,0.0147591452372329,0.662622238319449,-7.03703703703704
1039,"Covington","AL","S","2/5/08","Primary",2823,1717,960,93,-0.268154446,"clinton",35.5,26.7,17.9,14627,0.234019279,0.760169549,0.52615027,"bush",37234,37522,366,31563,4732,217,105,12,239,0.5645,0.042969499,0.6843,0.5592,0.7772,3.7,4.6,0.9,16.6,15.4,18.4,30847,0.0086630703409423,0.538837660439531,0.0579309611756265,0,6.486971108,22.48026145,3.872516413,30.17034445,69.82965555,0.127088145243595,0.00982972551968631,0.847692968791964,-0.767549704173554
1041,"Crenshaw","AL","S","2/5/08","Primary",1664,797,791,37,-0.003605769,"clinton",21.8,27,17.1,5500,0.308727273,0.686727273,0.378,"bush",13719,13696,111,10002,3420,60,16,1,109,0.572,0.036963933,0.6008,0.5407,0.7664,4.1,4,-0.1,18.4,0,23.5,29410,0,0.411342846688621,0.0807903402854007,0,6.044198895,29.65745856,3.73480663,39.41436464,60.58563536,0.249289306800787,0.00809096872949923,0.729061884977039,0.167932242990654
1043,"Cullman","AL","S","2/5/08","Primary",7152,5517,1256,246,-0.595777405,"clinton",103.9,29.6,14.6,35191,0.228609588,0.762069847,0.53346026,"bush",80187,77591,2748,75279,957,313,218,26,646,0.4601,0.055429277,0.7041,0.6019,0.7807,3.3,3.6,0.3,15.4,0.05,14.7,36693,0.0240697959552418,0.477420853606598,0.0562575016455222,0,7.54176611,22.67022322,4.029201179,32.78955496,67.21044504,0.0119346028658012,0.0342698941224887,0.938793071196079,3.34574886262582
1045,"Dale","AL","S","2/5/08","Primary",3183,1423,1655,64,0.072887213,"obama",86.7,32.2,11.8,18231,0.245954693,0.747134003,0.50117931,"bush",48392,49097,1580,34836,10152,260,566,63,935,0.4652,0.039280042,0.7778,0.6227,0.6424,3.8,3.7,-0.1,16.4,0.05,16,36422,0.0156323149260111,0.297726393779641,0.0830263184677075,0,5.442749604,40.18175515,2.746137084,46.51594691,53.48405309,0.209786741610184,0.0326500247974872,0.719871053066623,-1.43593294906003
1047,"Dallas","AL","S","2/5/08","Primary",9133,2174,6833,66,0.510128107,"obama",45,28.1,13.9,18573,0.601679858,0.394928121,-0.206751736,"kerry",43945,46248,276,13930,29295,47,171,4,222,0.5865,0.04236387,0.7034,0.4998,0.6569,7,7.6,0.6,20.1,0,34.9,24936,0.0108271325353176,0.271972392968834,0.0344656529709911,0,3.527594671,31.41462338,3.635160107,37.28935102,62.71064898,0.666628740471043,0.0062805779952213,0.316987143019684,-4.97967479674797
1049,"DeKalb","AL","S","2/5/08","Primary",5504,4272,953,183,-0.603015988,"clinton",83.7,30.8,13.8,24169,0.293433737,0.699408333,0.405974596,"bush",68014,64676,6460,58988,1157,468,136,13,792,0.4975,0.043265598,0.6381,0.615,0.7873,4.1,4.2,0.1,18.7,0,19.4,31501,0.00440637994166201,0.410026065909514,0.0643734872463228,0,4.287272961,42.51492202,3.602143636,47.92856684,52.07143316,0.0170112035757344,0.0949804452024583,0.867292028111859,5.16111076751808
1051,"Elmore","AL","S","2/5/08","Primary",5461,2344,2981,66,0.116645303,"obama",110,32.6,10.7,28680,0.225627615,0.769037657,0.543410042,"bush",75688,66260,1240,57202,15692,308,382,8,856,0.3486,0.081879076,0.7758,0.5901,0.814,3.2,3.5,0.3,13.4,0.06,13.1,45474,0.0125239092813553,0.294456082824787,0.0742629869144124,0.0019431035006224,8.420668082,19.82327557,4.377012124,29.41069023,70.58930977,0.207324807102843,0.0163830461896205,0.755760490434415,14.2287956534863
1053,"Escambia","AL","S","2/5/08","Primary",2984,1457,1415,53,-0.014075067,"clinton",39.7,30.6,13.6,12395,0.30770472,0.686809197,0.379104478,"bush",37849,38415,419,23911,11798,1157,112,8,444,0.5175,0.048329481,0.6852,0.5203,0.7707,4.8,5.3,0.5,17.7,0,22.2,30600,0.0094432882414152,0.311186264308012,0.0572840790842872,0,6.524720565,25.91030652,5.989851197,36.65226634,63.34773366,0.311712330576766,0.0110703056883934,0.631747206002801,-1.47338279317974
1055,"Etowah","AL","S","2/5/08","Primary",12127,7350,4314,293,-0.250350458,"clinton",188.7,28.6,16,42680,0.359137769,0.632591378,0.273453608,"bush",103362,103318,2674,84097,14857,336,516,28,854,0.48,0.055795744,0.7406,0.5655,0.7439,4.2,4.5,0.3,15.9,0.09,15.8,32973,0.0198726065397887,0.470717868914256,0.0811529204805768,0,5.134474328,18.30589514,4.566150503,23.66204836,76.33795164,0.143737543778178,0.025870242448869,0.813616222596312,0.0425869645173105
1057,"Fayette","AL","S","2/5/08","Primary",2224,1460,669,58,-0.355665468,"clinton",28.8,27.6,16.1,8002,0.300924769,0.691577106,0.390652337,"bush",18005,18475,171,15504,2155,35,59,0,81,0.5227,0.027008958,0.6609,0.5491,0.7722,4.5,5.3,0.8,13,0,17.9,31720,0.00654230873208975,0.300081103000811,0.0570424439037578,0,4.436450839,38.71057001,3.403431101,50.13835086,49.86164914,0.119688975284643,0.00949736184393224,0.861094140516523,-2.54397834912043
1059,"Franklin","AL","S","2/5/08","Primary",3573,2731,651,130,-0.582143857,"clinton",47.9,30.3,14.9,12269,0.367919146,0.626782949,0.258863803,"bush",30847,31226,3527,25664,1265,95,83,4,209,0.5422,0.038785009,0.6211,0.566,0.7431,4.3,4.5,0.2,19.3,0.4,19.5,29698,0.00643756205361432,0.332062902347628,0.0530698523524325,0,2.262427033,47.63061528,4.756897864,51.15115478,48.84884522,0.0410088501312932,0.114338509417447,0.831977177683405,-1.21373214628835
1061,"Geneva","AL","S","2/5/08","Primary",1597,956,571,43,-0.241077019,"clinton",43.7,27.1,16.3,10520,0.200855513,0.792965779,0.592110266,"bush",25868,25801,529,22179,2745,188,48,6,173,0.5509,0.035530086,0.6562,0.5799,0.8061,3.4,3.6,0.2,18.8,0.05,20.3,29492,0.00151374010246856,0.463747865238317,0.0931920509237696,0,6.062131454,28.8077089,5.350208543,42.08255429,57.91744571,0.106115664141024,0.0204499768053193,0.857391371578785,0.259679857369877
1063,"Greene","AL","S","2/5/08","Primary",2605,483,2086,18,0.615355086,"obama",14.8,26.2,14.7,4748,0.792754844,0.201769166,-0.590985678,"kerry",9374,9962,60,1875,7385,12,14,0,28,0.6496,0.033367037,0.6483,0.4794,0.756,5.8,6.5,0.7,23.9,0.03,33.9,22436,0.00411068778824945,0.0637657910567475,0.0726889913775817,0,5.134762935,19.06354515,1.731261066,40.7239819,59.2760181,0.787817367185833,0.00640068273949221,0.200021335609132,-5.9024292310781
1065,"Hale","AL","S","2/5/08","Primary",3189,915,2206,26,0.4048291,"obama",28.4,28.5,13.5,7945,0.582882316,0.412964128,-0.169918188,"kerry",18236,18283,176,7278,10649,34,25,4,70,0.5581,0.033452622,0.6523,0.4981,0.8022,4.8,4.8,0,20.2,0.05,30.4,27535,0.00308408495781205,0.250567355251673,0.0885656095432063,0,7.944183476,37.23404255,3.785576126,54.08952749,45.91047251,0.583954814652336,0.00965123930686554,0.399100679973678,-0.257069408740362
1067,"Henry","AL","S","2/5/08","Primary",1882,671,1138,29,0.248140276,"obama",28.1,27,16.4,7361,0.333106915,0.663089254,0.329982339,"bush",16706,16346,363,11000,5165,41,11,0,126,0.495,0.047772164,0.6668,0.5645,0.809,3.8,7.2,3.4,15.8,0,17.6,33191,0,0.468424279583078,0.0704475781729001,0,10.60444358,26.7294072,3.832346949,48.43310372,51.56689628,0.309170357955226,0.0217287202202801,0.658446067281216,2.20237366939924
1069,"Houston","AL","S","2/5/08","Primary",6432,2718,3561,80,0.131063433,"obama",158,29.2,13.7,36201,0.252589707,0.742355184,0.489765476,"bush",95660,88945,1488,67805,24537,342,691,13,784,0.4389,0.079696606,0.7653,0.6236,0.6947,3.1,3.4,0.3,16,0.05,14.9,37947,0.0340703030849111,0.44505389302488,0.0852489666279973,0.00110376519085001,6.997151997,12.61657266,4.907021085,19.91288462,80.08711538,0.256502195274932,0.0155550909471043,0.708812460798662,7.54960930912361
1071,"Jackson","AL","S","2/5/08","Primary",6899,5505,1061,216,-0.644151326,"clinton",46.9,29.4,13.4,20321,0.424929875,0.567590178,0.142660302,"bush",53745,54027,866,48807,1972,918,145,7,1030,0.4685,0.046319004,0.6705,0.6203,0.7793,4.6,4.3,-0.3,13.6,0.1,18.8,32208,0.00858583985461558,0.321941178652227,0.0444498015799429,0,2.87130911,45.03811145,3.78894398,49.08606527,50.91393473,0.0366917852823518,0.0161131268024933,0.908121685738208,-0.521961241601421
1073,"Jefferson","AL","S","2/5/08","Primary",101686,27344,73389,488,0.45281553,"obama",593.9,31.3,13.6,292967,0.451538911,0.541630969,0.090092058,"bush",656700,662041,17337,354892,270053,1624,7753,233,4808,0.4086,0.101179465,0.8089,0.6152,0.6647,3.5,3.9,0.4,13.4,0.22,15.7,41821,0.066526998838451,0.29709371086947,0.0803281338031892,0.00161015758699911,6.938888483,9.741490253,8.978481676,17.21683849,82.78316151,0.41122734886554,0.026400182731841,0.54041723770367,-0.806747618349923
1075,"Lamar","AL","S","2/5/08","Primary",1481,1009,398,45,-0.412559082,"clinton",25.2,28.9,15.9,6885,0.284095861,0.710820625,0.426724764,"bush",14548,15915,198,12543,1697,23,10,0,77,0.5283,0.026507518,0.6506,0.559,0.7687,5.8,5.8,0,14.4,0,17,30373,0,0.297598088531187,0.117957746478873,0,2.797276061,37.32844421,4.46306967,42.91251964,57.08748036,0.116648336541105,0.0136101182293099,0.862180368435524,-8.58938108702482
1077,"Lauderdale","AL","S","2/5/08","Primary",11187,7201,3539,290,-0.327344239,"clinton",120.8,30.5,15.1,37107,0.394211335,0.597218854,0.203007519,"bush",87891,87989,1135,76806,8609,244,414,9,674,0.4522,0.070969885,0.7637,0.5894,0.7324,3.8,4.3,0.5,13.3,0,18.5,33448,0.0237478116545029,0.213571152490735,0.0938885478480322,0.00164836414069072,6.018886807,14.03294927,4.948805461,20.6600118,79.3399882,0.0979508709651728,0.0129137226792277,0.873877871454415,-0.111377558558456
1079,"Lawrence","AL","S","2/5/08","Primary",11456,7003,4097,231,-0.253666201,"clinton",48.1,31.1,12.1,14001,0.439611456,0.552103421,0.112491965,"bush",34312,34865,512,26908,4002,1705,68,11,1106,0.4736,0.058354851,0.6562,0.5857,0.8307,3.9,6.1,2.2,15.5,0.03,16,37871,0.00172398931126627,0.360170100278712,0.0438467948165388,0,5.591098748,29.01251739,3.331015299,38.05285118,61.94714882,0.116635579389135,0.0149218932152017,0.784215434833294,-1.58611788326402
1081,"Lee","AL","S","2/5/08","Primary",11767,4016,7567,107,0.301776154,"obama",204.1,44.1,8.1,44610,0.363752522,0.627034297,0.263281775,"bush",125781,115426,2238,90677,29268,298,2194,28,1078,0.4874,0.071517562,0.8141,0.62,0.6209,3.2,3.7,0.5,15.4,0.04,20.6,35320,0.0183766030653738,0.195235116254822,0.0738626490112258,0,6.666125585,18.30028226,4.518031545,25.91059528,74.08940472,0.232690151930737,0.0177928303956877,0.720911743427068,8.97111569317137
1083,"Limestone","AL","S","2/5/08","Primary",8237,4720,3210,179,-0.18331917,"clinton",112.3,32.6,11.1,29073,0.313899494,0.677673443,0.363773948,"bush",72446,65950,2589,58994,9457,338,397,12,659,0.4087,0.07957678,0.745,0.6085,0.773,3.2,3.8,0.6,13.8,0.04,13,40745,0.0101863694500274,0.290501857603995,0.06289968938425,0,6.945888696,29.33564414,3.148469093,39.57442711,60.42557289,0.130538608066698,0.0357369627032548,0.814316870496646,9.84988627748293
1085,"Lowndes","AL","S","2/5/08","Primary",3184,725,2408,27,0.528580402,"obama",18.3,28.7,12.2,6021,0.703039362,0.296628467,-0.406410895,"kerry",12759,13481,119,3544,9011,16,16,3,50,0.5872,0.041590214,0.6426,0.5111,0.8344,6.4,7,0.6,21.9,0.05,29.5,25590,0,0.0840198916351221,0.0330290210049729,0,8.922960915,51.5772276,3.330400905,65.86653261,34.13346739,0.706246571047888,0.00932674974527784,0.277764715103064,-5.35568577998665
1087,"Macon","AL","S","2/5/08","Primary",5769,929,4783,25,0.668053389,"obama",37.6,33.4,14,9407,0.829169767,0.166896992,-0.662272776,"kerry",22594,24078,211,3400,18529,38,235,3,178,0.6068,0.039039713,0.6999,0.4971,0.6728,4.6,5.7,1.1,19.9,0,32,23500,0.010371292263016,0.0696121136693632,0.0447210122381249,0.00215722879070732,3.132382536,5.547291977,2.869892379,11.40082247,88.59917753,0.820084978312826,0.00933876250331946,0.150482428963442,-6.16330259988371
1089,"Madison","AL","S","2/5/08","Primary",39423,15188,23524,413,0.211450169,"obama",360.1,32.3,10.8,131062,0.401672491,0.588828188,0.187155697,"bush",304307,277856,7371,212563,71025,2005,6534,143,4666,0.3317,0.133060817,0.8542,0.6757,0.6986,3,3,0,13,0.12,10.3,50522,0.0574810263823636,0.224051319118179,0.0765594506685941,0.00676183592338273,4.437603032,19.50859247,3.968645353,24.10869861,75.89130139,0.233399165973836,0.0242222492417197,0.698514986510333,9.51967925832087
1091,"Marengo","AL","S","2/5/08","Primary",3816,1107,2589,62,0.38836478,"obama",22.7,26.7,14.6,10322,0.487986824,0.509106762,0.021119938,"bush",21842,22558,387,9978,11275,24,44,2,132,0.5348,0.059285389,0.7194,0.5245,0.7921,4.1,5.8,1.7,18.3,0,25.2,29635,0.0110031500953902,0.34966058831359,0.0847420027507875,0,5.010147869,31.81791824,5.265294288,41.74543346,58.25456654,0.516207307023166,0.0177181576778683,0.456826297958062,-3.17404025179537
1093,"Marion","AL","S","2/5/08","Primary",3198,2571,468,97,-0.657598499,"clinton",41,29.1,15.8,12875,0.29576699,0.697708738,0.401941748,"bush",30165,31163,475,28115,1196,106,55,4,214,0.5271,0.04047018,0.6316,0.5613,0.7785,4.6,5.4,0.8,17.4,0,18.4,29800,0.00727237777920164,0.280771448708913,0.0638175177804831,0,1.922410807,45.82265327,3.370280568,48.9400762,51.0599238,0.0396485993701309,0.0157467263384717,0.932040444223438,-3.20251580399833
1095,"Marshall","AL","S","2/5/08","Primary",7059,5436,1398,141,-0.572035699,"clinton",135.5,29.9,14.2,31491,0.268394144,0.723476549,0.455082404,"bush",87185,82330,8100,76086,1444,431,358,20,746,0.4609,0.063978429,0.6935,0.6058,0.7473,3.3,3.5,0.2,17.8,0.04,18.7,34668,0.0121487030438642,0.459388794979995,0.0870839464435554,0,4.706390328,41.15500864,4.447322971,46.39032815,53.60967185,0.0165624820783392,0.0929058897746172,0.872695991282904,5.8969998785376
1097,"Mobile","AL","S","2/5/08","Primary",42369,13636,27350,1001,0.323680049,"obama",322.9,30.8,12,156771,0.406529269,0.586932532,0.180403263,"bush",404157,400079,6067,246045,138813,2504,6825,126,3777,0.4495,0.067338857,0.7672,0.5939,0.6885,3.7,4.1,0.4,16.6,0.15,20,36143,0.0900878594848478,0.246509254882541,0.0618592797673087,0.00113794664405779,8.639630249,11.11400646,6.052335628,20.62886871,79.37113129,0.343463060147418,0.0150114930583907,0.608785694668161,1.01929868850903
1099,"Monroe","AL","S","2/5/08","Primary",3029,929,2006,34,0.355562892,"obama",22.8,28.1,13.8,9534,0.384518565,0.611600587,0.227082022,"bush",23342,24270,190,13199,9475,233,69,0,176,0.5131,0.044033184,0.6788,0.5495,0.8044,5.8,6.6,0.8,17.8,0,22.3,30964,0.0113879296168393,0.370210491695445,0.0672175629008387,0,1.566062048,43.73575181,3.543463178,49.52919021,50.47080979,0.405920658041299,0.00813983377602605,0.565461400051409,-3.8236505974454
1101,"Montgomery","AL","S","2/5/08","Primary",34693,8629,25731,173,0.492952469,"obama",277.4,34,11.8,89650,0.503736754,0.491879532,-0.011857223,"kerry",223571,223369,3429,96298,118390,521,2899,87,1947,0.4163,0.096813939,0.8026,0.6134,0.6405,3.7,4.2,0.5,15.2,0.1,17.4,39749,0.034002952888014,0.211426781799472,0.101454073643237,0.00160171804393539,5.974870003,13.82695139,8.680659141,20.0622957,79.9377043,0.529540951196712,0.0153374095924785,0.430726704268443,0.0904333188580297
1103,"Morgan","AL","S","2/5/08","Primary",11493,7003,4097,231,-0.252849561,"clinton",188.1,30.4,12.3,47007,0.300614802,0.6908971,0.390282298,"bush",115237,111229,5842,93069,13691,709,690,25,1211,0.4012,0.085556705,0.7634,0.6224,0.7312,3.5,5,1.5,14.6,0.11,14,41339,0.0251116473384715,0.331088381473745,0.0908485197723835,0,8.581920816,28.93230832,4.931466263,37.92044161,62.07955839,0.118807327507658,0.0506955231392695,0.807631229553008,3.60337681719696
1105,"Perry","AL","S","2/5/08","Primary",2651,932,1665,25,0.276499434,"obama",16.2,28.2,14.9,5523,0.682056853,0.314684049,-0.367372805,"kerry",11186,11818,111,3357,7644,9,7,2,56,0.6275,0.030673432,0.6238,0.4659,0.7378,7.3,8.5,1.2,24.5,0,34.9,22109,0,0.139785852794874,0.0997386392378383,0,6.076425141,26.81144289,4.07183128,37.46084778,62.53915222,0.683354192740926,0.00992311818344359,0.300107276953335,-5.3477745811474
1107,"Pickens","AL","S","2/5/08","Primary",2954,915,1934,54,0.344955992,"obama",23,27,15.7,9132,0.428712221,0.566141042,0.137428822,"bush",20133,20921,172,11417,8360,25,22,5,132,0.5528,0.037270147,0.6965,0.5239,0.792,5.1,5.4,0.3,17.4,3.45,23.3,28578,0.00381879803331901,0.358585135328655,0.109504033605423,0,4.783103841,24.73340926,4.327570142,40.97732685,59.02267315,0.41523866289177,0.00854318780112254,0.567078925147767,-3.76655035610153
1109,"Pike","AL","S","2/5/08","Primary",3286,1153,2053,42,0.273889227,"obama",44.4,35,12.6,11883,0.364722713,0.629723134,0.265000421,"bush",29620,29730,496,17353,10866,206,322,4,373,0.5654,0.047279738,0.6909,0.6062,0.672,3.7,3.5,-0.2,20,0,28.6,27581,0.010032089174126,0.340483026515791,0.0746495524404661,0,5.189402879,23.5367005,4.976988435,30.11859806,69.88140194,0.366846725185685,0.0167454422687373,0.585854152599595,-0.36999663639421
